timestamp,hr_40,prt_40,spv_40
2023-02-23 09:58:24,0.4736842105263157,0.0883977900552486,0.0422535211267605
2023-02-23 09:58:25,0.4736842105263157,0.0939226519337016,0.0422535211267605
2023-02-23 09:58:26,0.4736842105263157,0.0939226519337016,0.0422535211267605
2023-02-23 09:58:27,0.4736842105263157,0.0994475138121546,0.028169014084507
2023-02-23 09:58:28,0.4736842105263157,0.0994475138121546,0.028169014084507
2023-02-23 09:58:29,0.4736842105263157,0.1049723756906077,0.028169014084507
2023-02-23 09:58:30,0.4736842105263157,0.1049723756906077,0.028169014084507
2023-02-23 09:58:31,0.5614035087719298,0.0994475138121546,0.0422535211267605
2023-02-23 09:58:32,0.5964912280701754,0.0994475138121546,0.0422535211267605
2023-02-23 09:58:33,0.5526315789473685,0.0939226519337016,0.056338028169014
2023-02-23 09:58:34,0.5526315789473685,0.0883977900552486,0.056338028169014
2023-02-23 09:58:35,0.5526315789473685,0.0883977900552486,0.0704225352112676
2023-02-23 09:58:36,0.5263157894736842,0.0883977900552486,0.0704225352112676
2023-02-23 09:58:37,0.5087719298245614,0.0883977900552486,0.0704225352112676
2023-02-23 09:58:38,0.5087719298245614,0.0828729281767955,0.0704225352112676
2023-02-23 09:58:39,0.5087719298245614,0.0828729281767955,0.0704225352112676
2023-02-23 09:58:40,0.4385964912280701,0.0828729281767955,0.0845070422535211
2023-02-23 09:58:41,0.4385964912280701,0.0828729281767955,0.1126760563380281
2023-02-23 09:58:42,0.4385964912280701,0.0828729281767955,0.1126760563380281
2023-02-23 09:58:43,0.4385964912280701,0.0828729281767955,0.1267605633802817
2023-02-23 09:58:44,0.4385964912280701,0.0828729281767955,0.1408450704225352
2023-02-23 09:58:45,0.4385964912280701,0.0828729281767955,0.1408450704225352
2023-02-23 09:58:46,0.4473684210526316,0.0828729281767955,0.1549295774647887
2023-02-23 09:58:47,0.4473684210526316,0.0828729281767955,0.1549295774647887
2023-02-23 09:58:48,0.4473684210526316,0.0828729281767955,0.1549295774647887
2023-02-23 09:58:49,0.4473684210526316,0.0883977900552486,0.1549295774647887
2023-02-23 09:58:50,0.4473684210526316,0.0883977900552486,0.1690140845070422
2023-02-23 09:58:51,0.4561403508771929,0.0883977900552486,0.1690140845070422
2023-02-23 09:58:52,0.4561403508771929,0.0883977900552486,0.1690140845070422
2023-02-23 09:58:53,0.4561403508771929,0.0828729281767955,0.1690140845070422
2023-02-23 09:58:54,0.5789473684210527,0.0828729281767955,0.1690140845070422
2023-02-23 09:58:55,0.5789473684210527,0.0773480662983425,0.1690140845070422
